Id,Ref (haul identifier),Cruise,Station,Event,Netno,Nettype,Net mouthm2,Net mesh(mm),Trajectorycode,Date,Year,Month,Day,GMT time,Local time,Day/night,Latitude (dec degrees),Longitude (dec degrees),Minimumnet depth(m),Maximum net depth (m),Water depth mean within 10km range (m),Water depth range within 10km range (m),Mean climatological temperature within 10 km range,Bin size,Mean length (mm),Total krill in sample,Source,Comments
4759,LMG0203536,LMG0203,,3,6,MOCNESS,1,0.333,,20-Apr-02,2002,4,20,01:28:00,,,-67.3011,-67.8361,25,75,-268,759,-1.17,1,27.72,25,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4760,LMG0203541,LMG0203,,4,1,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,02:00:00,,,-67.7717,-68.1289,350,500,-612,842,-1.05,1,41,2,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4761,LMG0203544,LMG0203,,4,4,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,02:00:00,,,-67.7717,-68.1289,100,151,-612,842,-1.05,1,30,1,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4762,LMG0203545,LMG0203,,4,5,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,02:00:00,,,-67.7717,-68.1289,75,100,-612,842,-1.05,1,34.06,33,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4763,LMG0203546,LMG0203,,4,6,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,02:00:00,,,-67.7717,-68.1289,48,75,-612,842,-1.05,1,31.81,77,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4764,LMG0203547,LMG0203,,4,7,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,02:00:00,,,-67.7717,-68.1289,25,48,-612,842,-1.05,1,26.33,117,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4765,LMG0203548,LMG0203,,4,8,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,02:00:00,,,-67.7717,-68.1289,0,25,-612,842,-1.05,1,24.83,92,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4766,LMG0203551,LMG0203,,5,1,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,09:53:00,,,-67.7743,-68.1353,200,460,-612,842,-1.05,1,21.49,80,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4767,LMG0203552,LMG0203,,5,2,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,09:53:00,,,-67.7743,-68.1353,150,200,-612,842,-1.05,1,21.6,5,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4768,LMG0203553,LMG0203,,5,3,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,09:53:00,,,-67.7743,-68.1353,100,150,-612,842,-1.05,1,27.65,26,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4769,LMG0203555,LMG0203,,5,5,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,09:53:00,,,-67.7743,-68.1353,50,75,-612,842,-1.05,1,20,1,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4770,LMG0203556,LMG0203,,5,6,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,09:53:00,,,-67.7743,-68.1353,25,50,-612,842,-1.05,1,38,2,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4771,LMG0203557,LMG0203,,5,7,MOCNESS,1,0.333,,22-Apr-02,2002,4,22,09:53:00,,,-67.7743,-68.1353,0,25,-612,842,-1.05,1,28.6,5,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4772,LMG02036162,LMG0203,,16,2,MOCNESS,1,0.333,,10-May-02,2002,5,10,09:08:00,,,-68.1187,-67.8408,200,250,-354,405,-1.21,1,43.5,4,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4773,LMG02036163,LMG0203,,16,3,MOCNESS,1,0.333,,10-May-02,2002,5,10,09:08:00,,,-68.1187,-67.8408,150,200,-354,405,-1.21,1,42.92,12,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4774,LMG02036164,LMG0203,,16,4,MOCNESS,1,0.333,,10-May-02,2002,5,10,09:08:00,,,-68.1187,-67.8408,100,150,-354,405,-1.21,1,32.18,49,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4775,LMG0203713,LMG0203,,1,3,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,02:55:00,,,-66.6021,-67.4331,100,150,-482,850,-0.63,1,44.81,58,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4776,LMG0203714,LMG0203,,1,4,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,02:55:00,,,-66.6021,-67.4331,75,100,-482,850,-0.63,1,43.24,55,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4777,LMG0203715,LMG0203,,1,5,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,02:55:00,,,-66.6021,-67.4331,50,75,-482,850,-0.63,1,31.03,35,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4778,LMG0203716,LMG0203,,1,6,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,02:55:00,,,-66.6021,-67.4331,25,50,-482,850,-0.63,1,23.5,2,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4779,LMG0203717,LMG0203,,1,7,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,02:55:00,,,-66.6021,-67.4331,0,25,-482,850,-0.63,1,18.03,31,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4780,LMG0203721,LMG0203,,2,1,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,07:24:00,,,-66.6034,-67.4422,350,500,-470,852,-0.63,1,28,1,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4781,LMG0203722,LMG0203,,2,2,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,07:24:00,,,-66.6034,-67.4422,200,350,-470,852,-0.63,1,40.12,17,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4782,LMG0203723,LMG0203,,2,3,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,07:24:00,,,-66.6034,-67.4422,150,200,-470,852,-0.63,1,38.57,14,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4783,LMG0203724,LMG0203,,2,4,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,07:24:00,,,-66.6034,-67.4422,100,150,-470,852,-0.63,1,38.33,6,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4784,LMG0203725,LMG0203,,2,5,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,07:24:00,,,-66.6034,-67.4422,75,100,-470,852,-0.63,1,33.25,4,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4785,LMG0203726,LMG0203,,2,6,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,07:24:00,,,-66.6034,-67.4422,50,75,-470,852,-0.63,1,25.5,2,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4786,LMG0203727,LMG0203,,2,7,MOCNESS,1,0.333,,17-Apr-02,2002,4,17,07:24:00,,,-66.6034,-67.4422,25,50,-470,852,-0.63,1,25,1,Data sent by Kendra Daly on the US SO GLOBEC Program (winter data),
4787,MAKLYGIN4082,DMITRY MENDELEEV,4082,,,,,,,14-Feb-89,1989,2,14,,,,-54.0001,-17.5001,,,-4361,339,2.99,1,50.38,52,"Maklygin (1993) In. Klekowski, RZ & Opalinski, KW (Eds) 2nd Polish-Soviet Antarctic Symposium 151-157","Day not known, mid-point of month entered. Station location lat/lon taken from scanned map. Individual station data presented"
4788,MAKLYGIN4083,DMITRY MENDELEEV,4083,,,,,,,14-Feb-89,1989,2,14,,,,-62.0001,-17.5001,,,-4970,701,0.29,1,32.37,95,"Maklygin (1993) In. Klekowski, RZ & Opalinski, KW (Eds) 2nd Polish-Soviet Antarctic Symposium 151-157","Day not known, mid-point of month entered. Station location lat/lon taken from scanned map. Individual station data presented"
4789,MAKLYGIN4084,DMITRY MENDELEEV,4084,,,,,,,14-Feb-89,1989,2,14,,,,-72.0001,-17.5001,,,-2396,886,-0.92,1,33.41,632,"Maklygin (1993) In. Klekowski, RZ & Opalinski, KW (Eds) 2nd Polish-Soviet Antarctic Symposium 151-157","Day not known, mid-point of month entered. Station location lat/lon taken from scanned map. Individual station data presented"
4790,MAKLYGIN4102,DMITRY MENDELEEV,4102,,,,,,,15-Mar-89,1989,3,15,,,,-62.0001,-17.5001,,,-4970,701,0.29,1,38.79,882,"Maklygin (1993) In. Klekowski, RZ & Opalinski, KW (Eds) 2nd Polish-Soviet Antarctic Symposium 151-157","Day not known, mid-point of month entered. Station location lat/lon taken from scanned map. Individual station data presented"
4791,MAKLYGIN4104,DMITRY MENDELEEV,4104,,,,,,,15-Mar-89,1989,3,15,,,,-62.0001,-19.0001,,,-4847,716,0.33,1,36.78,402,"Maklygin (1993) In. Klekowski, RZ & Opalinski, KW (Eds) 2nd Polish-Soviet Antarctic Symposium 151-157","Day not known, mid-point of month entered. Station location lat/lon taken from scanned map. Individual station data presented"
4792,MAKLYGIN4105,DMITRY MENDELEEV,4105,,,,,,,15-Mar-89,1989,3,15,,,,-55.0001,-19.7501,,,-4810,559,2.61,1,46.56,27,"Maklygin (1993) In. Klekowski, RZ & Opalinski, KW (Eds) 2nd Polish-Soviet Antarctic Symposium 151-157","Day not known, mid-point of month entered. Station location lat/lon taken from scanned map. Individual station data presented"
4793,MAKLYGINBR,DMITRY MENDELEEV,,,,,,,,15-Mar-89,1989,3,15,,,,-62.6501,-57.6301,,,-878,1116,0.15,1,31.13,416,"Maklygin (1993) In. Klekowski, RZ & Opalinski, KW (Eds) 2nd Polish-Soviet Antarctic Symposium 151-157","Day not known, mid-point of month entered. Station location lat/lon taken from scanned map. Individual station data presented"
4794,MAKLYGINEL,DMITRY MENDELEEV,,,,,,,,15-Mar-89,1989,3,15,,,,-60.8701,-55.0001,,,-1375,2643,1.52,1,36.21,1525,"Maklygin (1993) In. Klekowski, RZ & Opalinski, KW (Eds) 2nd Polish-Soviet Antarctic Symposium 151-157","Day not known, mid-point of month entered. Station location lat/lon taken from scanned map. Individual station data presented"
4795,ME81103,ME81,103,,,RMT8,8,4.5,,07-Dec-80,1980,12,7,17:15:00,,D,-62.7169,-55.2169,,,-192,164,-0.15,1,23.19,36,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4796,ME81106,ME81,106,,,RMT8,8,4.5,,08-Dec-80,1980,12,8,11:04:00,,D,-62.7335,-55.1835,,,-183,165,-0.16,1,31.3,171,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4797,ME81135,ME81,135,,,RMT8,8,4.5,,11-Dec-80,1980,12,11,08:39:00,,D,-62.8002,-57.0169,,,-253,416,-0.34,1,28.25,124,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4798,ME81136,ME81,136,,,RMT8,8,4.5,,11-Dec-80,1980,12,11,13:49:00,,D,-63.1502,-59.2669,,,-671,736,-0.08,1,31.24,270,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4799,ME81138,ME81,138,,,RMT8,8,4.5,,12-Dec-80,1980,12,12,04:09:00,,N,-63.5169,-62.0335,,,-428,1325,0.52,1,51.56,156,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4800,ME81140,ME81,140,,,RMT8,8,4.5,,12-Dec-80,1980,12,12,18:15:00,,D,-64.0169,-64.2002,,,-451,227,0.98,1,36.86,402,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4801,ME81141,ME81,141,,,RMT8,8,4.5,,13-Dec-80,1980,12,13,01:25:00,,N,-63.9669,-64.0169,,,-461,239,0.94,1,49.3,10,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4802,ME81142,ME81,142,,,RMT8,8,4.5,,13-Dec-80,1980,12,13,05:03:00,,N,-63.6169,-64.0169,,,-247,152,1.23,1,45.23,210,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4803,ME81143,ME81,143,,,RMT8,8,4.5,DO,13-Dec-80,1980,12,13,12:33:00,,D,-63.2502,-63.4502,,,-420,370,1.39,1,51.05,21,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4804,ME81145,ME81,145,,,RMT8,8,4.5,LK,13-Dec-80,1980,12,13,20:00:00,,D,-62.9169,-62.8169,,,-799,1225,1.53,1,45.3,276,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4805,ME81146,ME81,146,,,RMT8,8,4.5,LK,14-Dec-80,1980,12,14,01:02:00,,N,-62.0335,-62.2669,,,-4120,1776,2,1,31.34,35,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4806,ME81147,ME81,147,,,RMT8,8,4.5,LK,14-Dec-80,1980,12,14,09:04:00,,D,-61.3669,-61.0502,,,-4162,936,2.2,1,19.88,16,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4807,ME81149,ME81,149,,,RMT8,8,4.5,LK,14-Dec-80,1980,12,14,17:17:00,,D,-60.7169,-62.2835,,36,-3785,291,2.81,1,20,1,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4808,ME8123,ME81,23,,,RMT8,8,4.5,LK,23-Nov-80,1980,11,23,18:33:00,,D,-62.2502,-55.2835,,363,-357,99,0.46,1,29.97,61,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4809,ME8125,ME81,25,,,RMT8,8,4.5,LK,24-Nov-80,1980,11,24,18:49:00,,D,-62.3669,-55.6835,,363,-265,213,0.43,1,27.37,257,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4810,ME81265,ME81,265,,,RMT8,8,4.5,LK,25-Jan-81,1981,1,25,03:22:00,,N,-61.1002,-56.0835,,53,-413,1064,1.63,1,39.6,352,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4811,ME81271,ME81,271,,,RMT8,8,4.5,LK,25-Jan-81,1981,1,25,21:23:00,,D,-60.8835,-57.0335,,,-3557,1886,1.99,1,50.59,244,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4812,ME81276,ME81,276,,,RMT8,8,4.5,LK,26-Jan-81,1981,1,26,11:50:00,,D,-62.0002,-57.0169,,,-678,1413,0.97,1,33.61,251,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4813,ME81283,ME81,283,,,RMT8,8,4.5,DO,27-Jan-81,1981,1,27,03:09:00,,N,-62.2502,-57.0669,,,-1559,510,0.74,1,38.25,175,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4814,ME81287,ME81,287,,,RMT8,8,4.5,DO,28-Jan-81,1981,1,28,15:55:00,,D,-62.4169,-57.4169,,,-1367,550,0.67,1,42.73,11,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4815,ME81294,ME81,294,,,RMT8,8,4.5,LK,29-Jan-81,1981,1,29,03:06:00,,N,-62.7335,-58.5169,,60,-1206,863,0.1,1,39.09,44,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4816,ME81301,ME81,301,,,RMT8,8,4.5,LK,29-Jan-81,1981,1,29,22:48:00,,D,-62.9835,-60.5835,,60,-312,753,0.55,1,29.69,54,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4817,ME81307,ME81,307,,,RMT8,8,4.5,LK,30-Jan-81,1981,1,30,02:29:00,,N,-63.0335,-60.4502,,40,-609,886,0.49,1,37.46,257,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4818,ME81312,ME81,312,,,RMT8,8,4.5,LK,30-Jan-81,1981,1,30,18:26:00,,D,-62.4669,-61.9169,,55,-535,1396,1.72,1,53.99,86,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4819,ME8136,ME81,36,,,RMT8,8,4.5,LK,27-Nov-80,1980,11,27,13:31:00,,D,-62.7335,-54.9169,,55,-200,363,-0.13,1,29.12,25,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4820,ME81386,ME81,386,,,RMT8,8,4.5,LK,18-Feb-81,1981,2,18,19:13:00,,D,-62.8669,-52.6835,,55,-1534,1488,-0.35,1,42.01,339,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4821,ME81388,ME81,388,,,RMT8,8,4.5,LK,19-Feb-81,1981,2,19,01:47:00,,N,-62.0502,-54.1169,,,-622,330,0.38,1,43.24,88,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4822,ME81390,ME81,390,,,RMT8,8,4.5,LK,19-Feb-81,1981,2,19,04:41:00,,N,-62.5002,-54.3169,,23,-370,340,0.15,1,26.7,321,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4823,ME81391,ME81,391,,,RMT8,8,4.5,LK,19-Feb-81,1981,2,19,12:32:00,,D,-62.0669,-56.3002,,23,-1764,1155,0.76,1,36.29,106,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4824,ME81392,ME81,392,,,RMT8,8,4.5,LK,19-Feb-81,1981,2,19,15:27:00,,D,-62.0835,-56.8502,,25,-847,1097,0.87,1,36,1,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4825,ME81393,ME81,393,,,RMT8,8,4.5,LK,20-Feb-81,1981,2,20,00:23:00,,N,-63.2835,-56.8335,,25,-236,709,-0.65,1,42.46,256,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4826,ME81402,ME81,402,,,RMT8,8,4.5,LK,21-Feb-81,1981,2,21,03:24:00,,N,-62.0002,-57.4835,,25,-151,686,0.99,1,39.39,428,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4827,ME81404,ME81,404,,,RMT8,8,4.5,LK,21-Feb-81,1981,2,21,09:01:00,,D,-62.0002,-57.6669,,25,-88,296,1,1,37.95,41,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4828,ME81409,ME81,409,,,RMT8,8,4.5,,21-Feb-81,1981,2,21,23:44:00,,N,-61.3335,-56.0002,,,-291,327,1.34,1,51,1,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4829,ME8168,ME81,68,,,RMT8,8,4.5,,29-Nov-80,1980,11,29,20:17:00,,D,-62.0669,-56.5002,,,-1462,1296,0.77,1,29.41,264,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4830,ME8180,ME81,80,,,RMT8,8,4.5,,02-Dec-80,1980,12,2,01:24:00,,N,-62.4835,-57.0335,,,-882,679,0.39,1,37.87,208,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4831,ME8181,ME81,81,,,RMT8,8,4.5,,02-Dec-80,1980,12,2,04:04:00,,N,-62.6002,-57.1335,,,-582,845,0.19,1,30.2,342,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4832,ME8182,ME81,82,,,RMT8,8,4.5,,02-Dec-80,1980,12,2,07:05:00,,D,-62.1835,-57.1335,,,-1611,744,0.82,1,28.53,435,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4833,ME8183,ME81,83,,,RMT8,8,4.5,,02-Dec-80,1980,12,2,10:16:00,,D,-61.7502,-57.1169,,,-392,165,1.36,1,30.46,207,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4834,ME8184,ME81,84,,,RMT8,8,4.5,,02-Dec-80,1980,12,2,13:22:00,,D,-61.3502,-57.1169,,,-1288,2035,1.56,1,45.13,204,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4835,ME8187,ME81,87,,,RMT8,8,4.5,,02-Dec-80,1980,12,2,22:49:00,,D,-60.8835,-57.0835,,,-3708,2148,2.01,1,30.5,6,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4836,ME8198,ME81,98,,,RMT8,8,4.5,,06-Dec-80,1980,12,6,19:01:00,,D,-62.9669,-54.0835,,,-293,183,-0.39,1,36.04,46,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4837,ME901,ME90,1,,,RMT8,8,4.5,,26-Dec-89,1989,12,26,21:54:00,,D,-59.9835,-54.2335,,,-3097,746,2.03,1,45.56,415,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4838,ME9010,ME90,10,,,RMT8,8,4.5,,28-Dec-89,1989,12,28,18:22:00,,D,-61.5002,-54.2335,,,-718,861,0.85,1,44.82,400,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4839,ME9011,ME90,11,,,RMT8,8,4.5,,28-Dec-89,1989,12,28,21:31:00,,D,-61.7335,-54.2502,,,-513,636,0.72,1,46.22,46,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4840,ME9012,ME90,12,,,RMT8,8,4.5,,28-Dec-89,1989,12,28,23:38:00,,D,-61.9669,-54.2502,,,-492,375,0.39,1,44.19,307,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4841,ME9013,ME90,13,,,RMT8,8,4.5,,29-Dec-89,1989,12,29,06:31:00,,D,-62.4669,-54.2169,,,-455,494,0.15,1,44.64,11,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4842,ME9016,ME90,16,,,RMT8,8,4.5,,29-Dec-89,1989,12,29,22:40:00,,D,-62.2335,-55.9835,,,-644,908,0.65,1,43.6,10,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4843,ME9018,ME90,18,,,RMT8,8,4.5,,30-Dec-89,1989,12,30,06:51:00,,D,-61.7335,-56.0002,,,-810,1040,1.18,1,46,3,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4844,ME9019,ME90,19,,,RMT8,8,4.5,,30-Dec-89,1989,12,30,10:19:00,,D,-61.5002,-56.0335,,,-344,593,1.27,1,41.93,526,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4845,ME902,ME90,2,,,RMT8,8,4.5,,27-Dec-89,1989,12,27,01:52:00,,N,-60.4669,-54.2335,,,-3062,300,1.68,1,43.27,488,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4846,ME9020,ME90,20,,,RMT8,8,4.5,,30-Dec-89,1989,12,30,12:49:00,,D,-61.2502,-56.0002,,,-219,257,1.38,1,45.25,8,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4847,ME9021,ME90,21,,,RMT8,8,4.5,,30-Dec-89,1989,12,30,20:29:00,,D,-61.0002,-55.9835,,,-514,1487,1.69,1,45,3,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4848,ME9022,ME90,22,,,RMT8,8,4.5,,30-Dec-89,1989,12,30,22:19:00,,D,-60.7669,-55.9835,,,-2738,3116,1.87,1,45.1,20,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4849,ME9024,ME90,24,,,RMT8,8,4.5,,31-Dec-89,1989,12,31,13:21:00,,D,-60.3335,-58.9002,,,-3774,983,2.62,1,46.33,9,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4850,ME9025,ME90,25,,,RMT8,8,4.5,,31-Dec-89,1989,12,31,17:13:00,,D,-60.8002,-58.6002,,,-4518,558,2.28,1,50.33,9,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4851,ME9026,ME90,26,,,RMT8,8,4.5,,31-Dec-89,1989,12,31,20:36:00,,D,-61.2502,-58.2502,,,-2802,1701,1.87,1,52.18,11,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4852,ME9027,ME90,27,,,RMT8,8,4.5,,01-Jan-90,1990,1,1,06:21:00,,D,-61.7335,-57.9169,,,-306,325,1.48,1,45.9,557,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4853,ME9029,ME90,29,,,RMT8,8,4.5,,01-Jan-90,1990,1,1,19:31:00,,D,-62.2502,-57.5335,,,-1871,545,0.83,1,47.33,3,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4854,ME903,ME90,3,,,RMT8,8,4.5,,27-Dec-89,1989,12,27,07:32:00,,D,-60.7502,-54.3002,,,-2470,2010,1.4,1,45.41,340,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4855,ME9032,ME90,32,,,RMT8,8,4.5,,02-Jan-90,1990,1,2,19:00:00,,D,-63.1835,-58.7835,,,-110,175,-0.21,1,33.78,586,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4856,ME9033,ME90,33,,,RMT8,8,4.5,,02-Jan-90,1990,1,2,22:46:00,,D,-62.9669,-58.9502,,,-537,617,-0.04,1,39.5,6,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4857,ME9036,ME90,36,,,RMT8,8,4.5,DO,03-Jan-90,1990,1,3,12:18:00,,D,-62.8502,-60.2835,0,200,-730,991,0.49,1,40.04,24,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4858,ME9037,ME90,37,,,RMT8,8,4.5,DO,03-Jan-90,1990,1,3,14:40:00,,D,-62.9835,-60.1669,0,200,-939,332,0.43,1,29,2,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4859,ME9038,ME90,38,,,RMT8,8,4.5,DO,03-Jan-90,1990,1,3,17:57:00,,D,-63.1502,-60.0835,0,200,-776,379,0.31,1,32.33,12,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4860,ME904,ME90,4,,,RMT8,8,4.5,DO,27-Dec-89,1989,12,27,15:47:00,,D,-60.6669,-54.9502,0,70,-3210,361,1.59,1,44.91,287,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4861,ME9040,ME90,40,,,RMT8,8,4.5,DO,04-Jan-90,1990,1,4,06:36:00,,D,-63.5335,-60.6335,0,35,-539,729,0.07,1,33.09,565,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4862,ME9041,ME90,41,,,RMT8,8,4.5,DO,04-Jan-90,1990,1,4,09:16:00,,D,-63.7169,-61.2169,0,200,-420,831,0.56,1,33.65,34,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4863,ME9042,ME90,42,,,RMT8,8,4.5,DO,04-Jan-90,1990,1,4,12:18:00,,D,-63.5669,-61.4002,0,200,-757,814,0.61,1,36.38,532,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4864,ME9043,ME90,43,,,RMT8,8,4.5,DO,04-Jan-90,1990,1,4,14:56:00,,D,-63.3835,-61.4002,0,130,-1027,501,0.69,1,37.45,117,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4865,ME9046,ME90,46,,,RMT8,8,4.5,DO,04-Jan-90,1990,1,4,19:18:00,,D,-63.1502,-61.8335,0,200,-874,874,1.11,1,40.46,504,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4866,ME9047,ME90,47,,,RMT8,8,4.5,DO,04-Jan-90,1990,1,4,20:52:00,,D,-63.0169,-62.0502,0,200,-826,838,1.27,1,48.56,25,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4867,ME9048,ME90,48,,,RMT8,8,4.5,DO,05-Jan-90,1990,1,5,00:37:00,,N,-62.7169,-62.3002,0,200,-538,217,1.46,1,44.07,148,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4868,ME9049,ME90,49,,,RMT8,8,4.5,DO,05-Jan-90,1990,1,5,06:39:00,,D,-62.3669,-61.4002,0,200,-339,761,1.65,1,46.3,79,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
4869,ME9050,ME90,50,,,RMT8,8,4.5,DO,05-Jan-90,1990,1,5,11:25:00,,D,-62.2502,-60.5669,0,200,-217,384,1.42,1,49.11,261,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
